1	1	0.00000000	5.00000000	6.00000000
2	1	0.00000000	5.00000000	6.00000000
3	1	0.00000000	5.00000000	6.00000000
4	3	0.00000000	5.00000000	6.00000000
5	1	0.00000000	5.00000000	6.00000000
6	1	0.00000000	5.00000000	6.00000000
7	2	0.00000000	5.00000000	6.00000000
8	3	0.00000000	5.00000000	6.00000000
9	2	0.00000000	5.00000000	6.00000000
10	1	0.00000000	5.00000000	6.00000000
11	3	0.00000000	5.00000000	6.00000000
12	1	0.00000000	5.00000000	6.00000000
13	1	0.00000000	5.00000000	6.00000000
14	1	0.00000000	5.00000000	6.00000000
15	3	0.00000000	5.00000000	6.00000000
16	1	0.00000000	5.00000000	6.00000000
17	2	0.00000000	5.00000000	6.00000000
18	1	0.00000000	5.00000000	6.00000000
19	3	0.00000000	5.00000000	6.00000000
20	1	0.00000000	5.00000000	6.00000000
21	1	0.00000000	5.00000000	6.00000000
22	2	0.00000000	5.00000000	6.00000000
23	2	0.00000000	5.00000000	6.00000000
24	3	0.00000000	5.00000000	6.00000000
25	3	0.00000000	5.00000000	6.00000000
26	1	0.00000000	5.00000000	6.00000000
27	1	0.00000000	5.00000000	6.00000000
28	1	0.00000000	5.00000000	6.00000000
29	1	0.00000000	5.00000000	6.00000000
30	3	0.00000000	5.00000000	6.00000000
31	1	0.00000000	5.00000000	6.00000000
32	1	0.00000000	5.00000000	6.00000000
33	2	0.00000000	5.00000000	6.00000000
34	3	0.00000000	5.00000000	6.00000000
35	1	0.00000000	5.00000000	6.00000000
36	1	0.00000000	5.00000000	6.00000000
37	1	0.00000000	5.00000000	6.00000000
38	1	0.00000000	5.00000000	6.00000000
39	1	0.00000000	5.00000000	6.00000000
40	1	0.00000000	5.00000000	6.00000000
41	1	0.00000000	5.00000000	6.00000000
42	3	0.00000000	5.00000000	6.00000000
43	1	0.00000000	5.00000000	6.00000000
44	2	0.00000000	5.00000000	6.00000000
45	1	0.00000000	5.00000000	6.00000000
46	1	0.00000000	5.00000000	6.00000000
47	1	0.00000000	5.00000000	6.00000000
48	1	0.00000000	5.00000000	6.00000000
49	3	0.00000000	5.00000000	6.00000000
50	2	0.00000000	5.00000000	6.00000000
51	1	0.00000000	5.00000000	6.00000000
52	1	0.00000000	5.00000000	6.00000000
53	1	0.00000000	5.00000000	6.00000000
54	2	0.00000000	5.00000000	6.00000000
55	2	0.00000000	5.00000000	6.00000000
56	1	0.00000000	5.00000000	6.00000000
57	1	0.00000000	5.00000000	6.00000000
58	1	0.00000000	5.00000000	6.00000000
59	2	0.00000000	5.00000000	6.00000000
60	1	0.00000000	5.00000000	6.00000000
61	2	0.00000000	5.00000000	6.00000000
62	1	0.00000000	5.00000000	6.00000000
63	1	0.00000000	5.00000000	6.00000000
64	3	0.00000000	5.00000000	6.00000000
65	3	0.00000000	5.00000000	6.00000000
66	3	0.00000000	5.00000000	6.00000000
67	2	0.00000000	5.00000000	6.00000000
68	1	0.00000000	5.00000000	6.00000000
69	1	0.00000000	5.00000000	6.00000000
70	1	0.00000000	5.00000000	6.00000000
71	2	0.00000000	5.00000000	6.00000000
72	1	0.00000000	5.00000000	6.00000000
73	1	0.00000000	5.00000000	6.00000000
74	1	0.00000000	5.00000000	6.00000000
75	1	0.00000000	5.00000000	6.00000000
76	1	0.00000000	5.00000000	6.00000000
77	1	0.00000000	5.00000000	6.00000000
78	1	0.00000000	5.00000000	6.00000000
79	1	0.00000000	5.00000000	6.00000000
80	3	0.00000000	5.00000000	6.00000000
81	1	0.00000000	5.00000000	6.00000000
82	1	0.00000000	5.00000000	6.00000000
83	3	0.00000000	5.00000000	6.00000000
84	2	0.00000000	5.00000000	6.00000000
85	1	0.00000000	5.00000000	6.00000000
86	3	0.00000000	5.00000000	6.00000000
87	1	0.00000000	5.00000000	6.00000000
88	2	0.00000000	5.00000000	6.00000000
89	1	0.00000000	5.00000000	6.00000000
90	1	0.00000000	5.00000000	6.00000000
91	3	0.00000000	5.00000000	6.00000000
92	3	0.00000000	5.00000000	6.00000000
93	1	0.00000000	5.00000000	6.00000000
94	1	0.00000000	5.00000000	6.00000000
95	1	0.00000000	5.00000000	6.00000000
96	1	0.00000000	5.00000000	6.00000000
97	1	0.00000000	5.00000000	6.00000000
98	1	0.00000000	5.00000000	6.00000000
99	2	0.00000000	5.00000000	6.00000000
100	3	0.00000000	5.00000000	6.00000000
101	1	0.00000000	5.00000000	6.00000000
102	1	0.00000000	5.00000000	6.00000000
103	2	0.00000000	5.00000000	6.00000000
104	1	0.00000000	5.00000000	6.00000000
105	1	0.00000000	5.00000000	6.00000000
106	1	0.00000000	5.00000000	6.00000000
107	3	0.00000000	5.00000000	6.00000000
108	1	0.00000000	5.00000000	6.00000000
109	1	0.00000000	5.00000000	6.00000000
110	2	0.00000000	5.00000000	6.00000000
111	3	0.00000000	5.00000000	6.00000000
112	1	0.00000000	5.00000000	6.00000000
113	1	0.00000000	5.00000000	6.00000000
114	3	0.00000000	5.00000000	6.00000000
115	1	0.00000000	5.00000000	6.00000000
116	3	0.00000000	5.00000000	6.00000000
117	3	0.00000000	5.00000000	6.00000000
118	3	0.00000000	5.00000000	6.00000000
119	1	0.00000000	5.00000000	6.00000000
120	3	0.00000000	5.00000000	6.00000000
121	1	0.00000000	5.00000000	6.00000000
122	1	0.00000000	5.00000000	6.00000000
123	2	0.00000000	5.00000000	6.00000000
124	2	0.00000000	5.00000000	6.00000000
125	1	0.00000000	5.00000000	6.00000000
126	1	0.00000000	5.00000000	6.00000000
127	2	0.00000000	5.00000000	6.00000000
128	2	0.00000000	5.00000000	6.00000000
129	3	0.00000000	5.00000000	6.00000000
130	1	0.00000000	5.00000000	6.00000000
131	1	0.00000000	5.00000000	6.00000000
132	1	0.00000000	5.00000000	6.00000000
133	1	0.00000000	5.00000000	6.00000000
134	1	0.00000000	5.00000000	6.00000000
135	2	0.00000000	5.00000000	6.00000000
136	1	0.00000000	5.00000000	6.00000000
137	1	0.00000000	5.00000000	6.00000000
138	2	0.00000000	5.00000000	6.00000000
139	2	0.00000000	5.00000000	6.00000000
140	1	0.00000000	5.00000000	6.00000000
141	2	0.00000000	5.00000000	6.00000000
142	3	0.00000000	5.00000000	6.00000000
143	1	0.00000000	5.00000000	6.00000000
144	1	0.00000000	5.00000000	6.00000000
145	1	0.00000000	5.00000000	6.00000000
146	1	0.00000000	5.00000000	6.00000000
147	1	0.00000000	5.00000000	6.00000000
148	1	0.00000000	5.00000000	6.00000000
149	1	0.00000000	5.00000000	6.00000000
150	3	0.00000000	5.00000000	6.00000000
151	1	0.00000000	5.00000000	6.00000000
152	1	0.00000000	5.00000000	6.00000000
153	2	0.00000000	5.00000000	6.00000000
